Mean;STD;Activation;Alpha;Hidden Layer Size;Learning rate;Random State;Solver;;"Best parameters: ,""{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': 39, 'learning_rate': 'constant', 'random_state': None, 'solver': 'lbfgs'}"""
0.10926;(+/-0.01889);'tanh',;0.0001,;86;'adaptive',;None,;'sgd'};;
0.10926;(+/-0.03666);'tanh',;0.0001,;87;'constant',;1;'sgd'};;
0.10926;(+/-0.03666);'tanh',;0.0001,;87;'adaptive',;1;'sgd'};;
0.10926;(+/-0.03666);'tanh',;0.0001,;90;'constant',;None,;'sgd'};;
0.10926;(+/-0.03435);'tanh',;0.0001,;93;'constant',;None,;'sgd'};;
0.10926;(+/-0.02772);'tanh',;0.0001,;99;'constant',;1;'sgd'};;
0.10926;(+/-0.02772);'tanh',;0.0001,;99;'adaptive',;1;'sgd'};;
0.10926;(+/-0.05159);'tanh',;0.0001,;99;'adaptive',;None,;'sgd'};;
0.10926;(+/-0.01889);'tanh',;0.05,;22;'constant',;1;'sgd'};;
0.10926;(+/-0.01889);'tanh',;0.05,;22;'adaptive',;1;'sgd'};;
0.10926;(+/-0.02619);'tanh',;0.05,;58;'adaptive',;None,;'sgd'};;
0.10926;(+/-0.03777);'tanh',;0.05,;73;'constant',;1;'sgd'};;
0.10926;(+/-0.03777);'tanh',;0.05,;73;'adaptive',;1;'sgd'};;
0.10926;(+/-0.08232);'tanh',;0.05,;73;'adaptive',;None,;'sgd'};;
0.10926;(+/-0.05159);'tanh',;0.05,;83;'constant',;None,;'sgd'};;
0.10926;(+/-0.03666);'tanh',;0.05,;87;'constant',;1;'sgd'};;
0.10926;(+/-0.03666);'tanh',;0.05,;87;'adaptive',;1;'sgd'};;
0.10926;(+/-0.01889);'tanh',;0.05,;95;'constant',;None,;'sgd'};;
0.10926;(+/-0.02772);'tanh',;0.05,;99;'constant',;1;'sgd'};;
0.10926;(+/-0.02772);'tanh',;0.05,;99;'adaptive',;1;'sgd'};;
0.10926;(+/-0.01048);'relu',;0.0001,;96;'constant',;None,;'sgd'};;
0.10926;(+/-0.03186);'relu',;0.05,;72;'adaptive',;None,;'sgd'};;
0.10926;(+/-0.04091);'relu',;0.05,;73;'constant',;None,;'sgd'};;
0.10926;(+/-0.05833);'relu',;0.05,;90;'constant',;1;'sgd'};;
0.10926;(+/-0.05833);'relu',;0.05,;90;'adaptive',;1;'sgd'};;
0.10926;(+/-0.04566);'relu',;0.05,;99;'constant',;None,;'sgd'};;
0.10926;(+/-0.00524);'identity',;0.0001,;22;'constant',;1;'sgd'};;
0.10926;(+/-0.00524);'identity',;0.0001,;22;'adaptive',;1;'sgd'};;
0.10926;(+/-0.06436);'identity',;0.0001,;56;'adaptive',;None,;'sgd'};;
0.10926;(+/-0.01048);'identity',;0.0001,;59;'constant',;1;'sgd'};;
0.10926;(+/-0.01048);'identity',;0.0001,;59;'adaptive',;1;'sgd'};;
0.10926;(+/-0.08131);'identity',;0.0001,;59;'adaptive',;None,;'sgd'};;
0.10926;(+/-0.01386);'identity',;0.0001,;63;'constant',;1;'sgd'};;
0.10926;(+/-0.01386);'identity',;0.0001,;63;'adaptive',;1;'sgd'};;
0.10926;(+/-0.03435);'identity',;0.0001,;65;'adaptive',;None,;'sgd'};;
0.10926;(+/-0.02772);'identity',;0.0001,;68;'adaptive',;None,;'sgd'};;
0.10926;(+/-0.04566);'identity',;0.0001,;71;'constant',;1;'sgd'};;
0.10926;(+/-0.04566);'identity',;0.0001,;71;'adaptive',;1;'sgd'};;
0.10926;(+/-0.03435);'identity',;0.0001,;75;'adaptive',;None,;'sgd'};;
0.10926;(+/-0.00524);'identity',;0.0001,;77;'constant',;None,;'sgd'};;
0.10926;(+/-0.05468);'identity',;0.0001,;84;'adaptive',;None,;'sgd'};;
0.10926;(+/-0.01889);'identity',;0.0001,;89;'constant',;None,;'sgd'};;
0.10926;(+/-0.00524);'identity',;0.05,;22;'constant',;1;'sgd'};;
0.10926;(+/-0.00524);'identity',;0.05,;22;'adaptive',;1;'sgd'};;
0.10926;(+/-0.01048);'identity',;0.05,;59;'constant',;1;'sgd'};;
0.10926;(+/-0.01048);'identity',;0.05,;59;'adaptive',;1;'sgd'};;
0.10926;(+/-0.04475);'identity',;0.05,;62;'adaptive',;None,;'sgd'};;
0.10926;(+/-0.01386);'identity',;0.05,;63;'constant',;1;'sgd'};;
0.10926;(+/-0.01386);'identity',;0.05,;63;'adaptive',;1;'sgd'};;
0.10926;(+/-0.04566);'identity',;0.05,;71;'constant',;1;'sgd'};;
0.10926;(+/-0.04566);'identity',;0.05,;71;'adaptive',;1;'sgd'};;
0.10926;(+/-0.01386);'identity',;0.05,;79;'constant',;None,;'sgd'};;
0.10926;(+/-0.07716);'identity',;0.05,;80;'adaptive',;None,;'sgd'};;
0.10926;(+/-0.02283);'identity',;0.05,;86;'adaptive',;None,;'sgd'};;
0.10741;(+/-0.00524);'tanh',;0.0001,;40;'constant',;None,;'sgd'};;
0.10741;(+/-0.04655);'tanh',;0.0001,;46;'constant',;1;'sgd'};;
0.10741;(+/-0.04655);'tanh',;0.0001,;46;'adaptive',;1;'sgd'};;
0.10741;(+/-0.01386);'tanh',;0.0001,;52;'constant',;None,;'sgd'};;
0.10741;(+/-0.01386);'tanh',;0.0001,;55;'constant',;None,;'sgd'};;
0.10741;(+/-0.03435);'tanh',;0.0001,;59;'constant',;1;'sgd'};;
0.10741;(+/-0.03435);'tanh',;0.0001,;59;'adaptive',;1;'sgd'};;
0.10741;(+/-0.03666);'tanh',;0.0001,;65;'constant',;None,;'sgd'};;
0.10741;(+/-0.00524);'tanh',;0.0001,;76;'constant',;None,;'sgd'};;
0.10741;(+/-0.02916);'tanh',;0.0001,;83;'adaptive',;None,;'sgd'};;
0.10741;(+/-0.01889);'tanh',;0.0001,;97;'constant',;None,;'sgd'};;
0.10741;(+/-0.04655);'tanh',;0.05,;46;'constant',;1;'sgd'};;
0.10741;(+/-0.04655);'tanh',;0.05,;46;'adaptive',;1;'sgd'};;
0.10741;(+/-0.02619);'tanh',;0.05,;54;'constant',;1;'sgd'};;
0.10741;(+/-0.02619);'tanh',;0.05,;54;'adaptive',;1;'sgd'};;
0.10741;(+/-0.04655);'tanh',;0.05,;55;'constant',;None,;'sgd'};;
0.10741;(+/-0.04190);'tanh',;0.05,;55;'adaptive',;None,;'sgd'};;
0.10741;(+/-0.03435);'tanh',;0.05,;59;'constant',;1;'sgd'};;
0.10741;(+/-0.03435);'tanh',;0.05,;59;'adaptive',;1;'sgd'};;
0.10741;(+/-0.05316);'tanh',;0.05,;62;'adaptive',;None,;'sgd'};;
0.10741;(+/-0.04287);'tanh',;0.05,;76;'constant',;None,;'sgd'};;
0.10741;(+/-0.01386);'tanh',;0.05,;86;'adaptive',;None,;'sgd'};;
0.10741;(+/-0.09311);'relu',;0.0001,;2;'constant',;None,;'lbfgs'};;
0.10741;(+/-0.03186);'relu',;0.0001,;98;'adaptive',;None,;'sgd'};;
0.10741;(+/-0.06563);'relu',;0.05,;3;'adaptive',;None,;'adam'};;
0.10741;(+/-0.01889);'relu',;0.05,;63;'adaptive',;None,;'sgd'};;
0.10741;(+/-0.01386);'relu',;0.05,;83;'constant',;1;'sgd'};;
0.10741;(+/-0.01386);'relu',;0.05,;83;'adaptive',;1;'sgd'};;
0.10741;(+/-0.04287);'logistic',;0.05,;4;'constant',;None,;'adam'};;
0.10741;(+/-0.03186);'identity',;0.0001,;43;'adaptive',;None,;'sgd'};;
0.10741;(+/-0.02772);'identity',;0.0001,;44;'constant',;1;'sgd'};;
0.10741;(+/-0.02772);'identity',;0.0001,;44;'adaptive',;1;'sgd'};;
0.10741;(+/-0.04287);'identity',;0.0001,;45;'adaptive',;None,;'sgd'};;
0.10741;(+/-0.00524);'identity',;0.0001,;48;'constant',;1;'sgd'};;
0.10741;(+/-0.00524);'identity',;0.0001,;48;'adaptive',;1;'sgd'};;
0.10741;(+/-0.04190);'identity',;0.0001,;58;'constant',;1;'sgd'};;
0.10741;(+/-0.04091);'identity',;0.0001,;58;'constant',;None,;'sgd'};;
0.10741;(+/-0.04190);'identity',;0.0001,;58;'adaptive',;1;'sgd'};;
0.10741;(+/-0.04287);'identity',;0.0001,;59;'constant',;None,;'sgd'};;
0.10741;(+/-0.06929);'identity',;0.0001,;64;'constant',;1;'sgd'};;
0.10741;(+/-0.06929);'identity',;0.0001,;64;'adaptive',;1;'sgd'};;
0.10741;(+/-0.06436);'identity',;0.0001,;81;'constant',;1;'sgd'};;
0.10741;(+/-0.06436);'identity',;0.0001,;81;'adaptive',;1;'sgd'};;
0.10741;(+/-0.03435);'identity',;0.0001,;86;'constant',;None,;'sgd'};;
0.10741;(+/-0.04655);'identity',;0.0001,;87;'constant',;None,;'sgd'};;
0.10741;(+/-0.01386);'identity',;0.0001,;87;'adaptive',;None,;'sgd'};;
0.10741;(+/-0.04997);'identity',;0.0001,;90;'adaptive',;None,;'sgd'};;
0.10741;(+/-0.06372);'identity',;0.05,;41;'constant',;1;'sgd'};;
0.10741;(+/-0.03666);'identity',;0.05,;41;'constant',;None,;'sgd'};;
0.10741;(+/-0.06372);'identity',;0.05,;41;'adaptive',;1;'sgd'};;
0.10741;(+/-0.02772);'identity',;0.05,;44;'constant',;1;'sgd'};;
0.10741;(+/-0.02772);'identity',;0.05,;44;'adaptive',;1;'sgd'};;
0.10741;(+/-0.00524);'identity',;0.05,;48;'constant',;1;'sgd'};;
0.10741;(+/-0.00524);'identity',;0.05,;48;'adaptive',;1;'sgd'};;
0.10741;(+/-0.06041);'identity',;0.05,;57;'adaptive',;None,;'sgd'};;
0.10741;(+/-0.04190);'identity',;0.05,;58;'constant',;1;'sgd'};;
0.10741;(+/-0.04190);'identity',;0.05,;58;'adaptive',;1;'sgd'};;
0.10741;(+/-0.06929);'identity',;0.05,;64;'constant',;1;'sgd'};;
0.10741;(+/-0.02916);'identity',;0.05,;64;'constant',;None,;'sgd'};;
0.10741;(+/-0.06929);'identity',;0.05,;64;'adaptive',;1;'sgd'};;
0.10741;(+/-0.04566);'identity',;0.05,;73;'constant',;None,;'sgd'};;
0.10741;(+/-0.06436);'identity',;0.05,;81;'constant',;1;'sgd'};;
0.10741;(+/-0.06436);'identity',;0.05,;81;'adaptive',;1;'sgd'};;
0.10741;(+/-0.04566);'identity',;0.05,;91;'constant',;None,;'sgd'};;
0.10741;(+/-0.01889);'identity',;0.05,;97;'constant',;None,;'sgd'};;
0.10556;(+/-0.02722);'tanh',;0.0001,;44;'constant',;1;'sgd'};;
0.10556;(+/-0.02722);'tanh',;0.0001,;44;'adaptive',;1;'sgd'};;
0.10556;(+/-0.06285);'tanh',;0.0001,;50;'constant',;None,;'sgd'};;
0.10556;(+/-0.03629);'tanh',;0.0001,;58;'adaptive',;None,;'sgd'};;
0.10556;(+/-0.01814);'tanh',;0.0001,;62;'constant',;None,;'sgd'};;
0.10556;(+/-0.00907);'tanh',;0.0001,;70;'constant',;1;'sgd'};;
0.10556;(+/-0.00907);'tanh',;0.0001,;70;'adaptive',;1;'sgd'};;
0.10556;(+/-0.02400);'tanh',;0.0001,;82;'constant',;1;'sgd'};;
0.10556;(+/-0.02400);'tanh',;0.0001,;82;'adaptive',;1;'sgd'};;
0.10556;(+/-0.02400);'tanh',;0.0001,;92;'constant',;1;'sgd'};;
0.10556;(+/-0.02400);'tanh',;0.0001,;92;'constant',;None,;'sgd'};;
0.10556;(+/-0.02400);'tanh',;0.0001,;92;'adaptive',;1;'sgd'};;
0.10556;(+/-0.04714);'tanh',;0.0001,;99;'constant',;None,;'sgd'};;
0.10556;(+/-0.02722);'tanh',;0.05,;44;'constant',;1;'sgd'};;
0.10556;(+/-0.02722);'tanh',;0.05,;44;'adaptive',;1;'sgd'};;
0.10556;(+/-0.02400);'tanh',;0.05,;48;'constant',;None,;'sgd'};;
0.10556;(+/-0.03271);'tanh',;0.05,;49;'adaptive',;None,;'sgd'};;
0.10556;(+/-0.03271);'tanh',;0.05,;63;'constant',;None,;'sgd'};;
0.10556;(+/-0.01814);'tanh',;0.05,;65;'constant',;None,;'sgd'};;
0.10556;(+/-0.00907);'tanh',;0.05,;70;'constant',;1;'sgd'};;
0.10556;(+/-0.00907);'tanh',;0.05,;70;'adaptive',;1;'sgd'};;
0.10556;(+/-0.02400);'tanh',;0.05,;82;'constant',;1;'sgd'};;
0.10556;(+/-0.02400);'tanh',;0.05,;82;'adaptive',;1;'sgd'};;
0.10556;(+/-0.02400);'tanh',;0.05,;92;'constant',;1;'sgd'};;
0.10556;(+/-0.00907);'tanh',;0.05,;92;'constant',;None,;'sgd'};;
0.10556;(+/-0.02400);'tanh',;0.05,;92;'adaptive',;1;'sgd'};;
0.10556;(+/-0.03954);'tanh',;0.05,;96;'adaptive',;None,;'sgd'};;
0.10556;(+/-0.03629);'relu',;0.0001,;70;'constant',;1;'sgd'};;
0.10556;(+/-0.03629);'relu',;0.0001,;70;'adaptive',;1;'sgd'};;
0.10556;(+/-0.01571);'relu',;0.0001,;83;'constant',;1;'sgd'};;
0.10556;(+/-0.01571);'relu',;0.0001,;83;'adaptive',;1;'sgd'};;
0.10556;(+/-0.02400);'relu',;0.0001,;84;'adaptive',;None,;'sgd'};;
0.10556;(+/-0.01571);'relu',;0.0001,;93;'constant',;1;'sgd'};;
0.10556;(+/-0.01571);'relu',;0.0001,;93;'adaptive',;1;'sgd'};;
0.10556;(+/-0.06351);'relu',;0.05,;88;'adaptive',;None,;'sgd'};;
0.10556;(+/-0.03271);'relu',;0.05,;92;'constant',;None,;'sgd'};;
0.10556;(+/-0.01571);'relu',;0.05,;93;'constant',;1;'sgd'};;
0.10556;(+/-0.01571);'relu',;0.05,;93;'adaptive',;1;'sgd'};;
0.10556;(+/-0.02400);'logistic',;0.0001,;8;'constant',;1;'adam'};;
0.10556;(+/-0.02400);'logistic',;0.0001,;8;'adaptive',;1;'adam'};;
0.10556;(+/-0.04157);'identity',;0.0001,;2;'adaptive',;None,;'adam'};;
0.10556;(+/-0.04157);'identity',;0.0001,;15;'constant',;1;'sgd'};;
0.10556;(+/-0.04157);'identity',;0.0001,;15;'adaptive',;1;'sgd'};;
0.10556;(+/-0.02400);'identity',;0.0001,;34;'constant',;1;'sgd'};;
0.10556;(+/-0.02400);'identity',;0.0001,;34;'adaptive',;1;'sgd'};;
0.10556;(+/-0.00907);'identity',;0.0001,;36;'constant',;None,;'sgd'};;
0.10556;(+/-0.06351);'identity',;0.0001,;41;'constant',;1;'sgd'};;
0.10556;(+/-0.06351);'identity',;0.0001,;41;'adaptive',;1;'sgd'};;
0.10556;(+/-0.04714);'identity',;0.0001,;44;'adaptive',;None,;'sgd'};;
0.10556;(+/-0.07857);'identity',;0.0001,;46;'adaptive',;None,;'sgd'};;
0.10556;(+/-0.02400);'identity',;0.0001,;47;'adaptive',;None,;'sgd'};;
0.10556;(+/-0.02400);'identity',;0.0001,;53;'constant',;None,;'sgd'};;
0.10556;(+/-0.04801);'identity',;0.0001,;82;'adaptive',;None,;'sgd'};;
0.10556;(+/-0.01814);'identity',;0.0001,;86;'constant',;1;'sgd'};;
0.10556;(+/-0.01814);'identity',;0.0001,;86;'adaptive',;1;'sgd'};;
0.10556;(+/-0.04157);'identity',;0.05,;15;'constant',;1;'sgd'};;
0.10556;(+/-0.04157);'identity',;0.05,;15;'adaptive',;1;'sgd'};;
0.10556;(+/-0.02400);'identity',;0.05,;34;'constant',;1;'sgd'};;
0.10556;(+/-0.02400);'identity',;0.05,;34;'adaptive',;1;'sgd'};;
0.10556;(+/-0.04157);'identity',;0.05,;36;'adaptive',;None,;'sgd'};;
0.10556;(+/-0.05518);'identity',;0.05,;47;'adaptive',;None,;'sgd'};;
0.10556;(+/-0.03629);'identity',;0.05,;59;'adaptive',;None,;'sgd'};;
0.10556;(+/-0.05949);'identity',;0.05,;60;'constant',;None,;'sgd'};;
0.10556;(+/-0.00000);'identity',;0.05,;75;'constant',;None,;'sgd'};;
0.10556;(+/-0.06849);'identity',;0.05,;82;'constant',;None,;'sgd'};;
0.10556;(+/-0.01814);'identity',;0.05,;86;'constant',;1;'sgd'};;
0.10556;(+/-0.01814);'identity',;0.05,;86;'adaptive',;1;'sgd'};;
0.10556;(+/-0.02722);'identity',;0.05,;89;'adaptive',;None,;'sgd'};;
0.10370;(+/-0.03435);'tanh',;0.0001,;29;'constant',;1;'sgd'};;
0.10370;(+/-0.03435);'tanh',;0.0001,;29;'adaptive',;1;'sgd'};;
0.10370;(+/-0.05316);'tanh',;0.0001,;51;'adaptive',;None,;'sgd'};;
0.10370;(+/-0.03666);'tanh',;0.0001,;56;'adaptive',;None,;'sgd'};;
0.10370;(+/-0.01386);'tanh',;0.0001,;61;'constant',;None,;'sgd'};;
0.10370;(+/-0.06809);'tanh',;0.0001,;62;'adaptive',;None,;'sgd'};;
0.10370;(+/-0.03186);'tanh',;0.0001,;66;'constant',;1;'sgd'};;
0.10370;(+/-0.03186);'tanh',;0.0001,;66;'adaptive',;1;'sgd'};;
0.10370;(+/-0.01889);'tanh',;0.0001,;91;'constant',;1;'sgd'};;
0.10370;(+/-0.01889);'tanh',;0.0001,;91;'adaptive',;1;'sgd'};;
0.10370;(+/-0.01889);'tanh',;0.0001,;92;'adaptive',;None,;'sgd'};;
0.10370;(+/-0.03777);'tanh',;0.0001,;93;'adaptive',;None,;'sgd'};;
0.10370;(+/-0.02916);'tanh',;0.0001,;94;'adaptive',;None,;'sgd'};;
0.10370;(+/-0.04287);'tanh',;0.0001,;95;'constant',;None,;'sgd'};;
0.10370;(+/-0.06809);'tanh',;0.0001,;98;'adaptive',;None,;'sgd'};;
0.10370;(+/-0.03435);'tanh',;0.05,;29;'constant',;1;'sgd'};;
0.10370;(+/-0.03435);'tanh',;0.05,;29;'adaptive',;1;'sgd'};;
0.10370;(+/-0.03666);'tanh',;0.05,;37;'adaptive',;None,;'sgd'};;
0.10370;(+/-0.04190);'tanh',;0.05,;47;'constant',;None,;'sgd'};;
0.10370;(+/-0.03186);'tanh',;0.05,;66;'constant',;1;'sgd'};;
0.10370;(+/-0.03186);'tanh',;0.05,;66;'adaptive',;1;'sgd'};;
0.10370;(+/-0.02772);'tanh',;0.05,;70;'constant',;None,;'sgd'};;
0.10370;(+/-0.00524);'tanh',;0.05,;88;'constant',;None,;'sgd'};;
0.10370;(+/-0.01889);'tanh',;0.05,;91;'constant',;1;'sgd'};;
0.10370;(+/-0.01889);'tanh',;0.05,;91;'adaptive',;1;'sgd'};;
0.10370;(+/-0.04566);'relu',;0.0001,;75;'adaptive',;None,;'sgd'};;
0.10370;(+/-0.02283);'relu',;0.0001,;77;'adaptive',;None,;'sgd'};;
0.10370;(+/-0.05543);'relu',;0.0001,;79;'adaptive',;None,;'sgd'};;
0.10370;(+/-0.06436);'relu',;0.0001,;94;'adaptive',;None,;'sgd'};;
0.10370;(+/-0.03666);'relu',;0.05,;70;'constant',;1;'sgd'};;
0.10370;(+/-0.03666);'relu',;0.05,;70;'adaptive',;1;'sgd'};;
0.10370;(+/-0.02916);'logistic',;0.0001,;7;'adaptive',;None,;'adam'};;
0.10370;(+/-0.02916);'logistic',;0.05,;8;'constant',;1;'adam'};;
0.10370;(+/-0.02916);'logistic',;0.05,;8;'adaptive',;1;'adam'};;
0.10370;(+/-0.09177);'identity',;0.0001,;38;'constant',;1;'sgd'};;
0.10370;(+/-0.09177);'identity',;0.0001,;38;'adaptive',;1;'sgd'};;
0.10370;(+/-0.04655);'identity',;0.0001,;38;'adaptive',;None,;'sgd'};;
0.10370;(+/-0.06175);'identity',;0.0001,;40;'constant',;None,;'sgd'};;
0.10370;(+/-0.02772);'identity',;0.0001,;43;'constant',;None,;'sgd'};;
0.10370;(+/-0.05833);'identity',;0.0001,;49;'constant',;None,;'sgd'};;
0.10370;(+/-0.06175);'identity',;0.0001,;57;'constant',;None,;'sgd'};;
0.10370;(+/-0.05238);'identity',;0.0001,;60;'constant',;1;'sgd'};;
0.10370;(+/-0.05238);'identity',;0.0001,;60;'adaptive',;1;'sgd'};;
0.10370;(+/-0.03777);'identity',;0.0001,;62;'adaptive',;None,;'sgd'};;
0.10370;(+/-0.04566);'identity',;0.0001,;83;'adaptive',;None,;'sgd'};;
0.10370;(+/-0.03435);'identity',;0.0001,;93;'adaptive',;None,;'sgd'};;
0.10370;(+/-0.06563);'identity',;0.0001,;99;'constant',;None,;'sgd'};;
0.10370;(+/-0.01048);'identity',;0.05,;33;'adaptive',;None,;'sgd'};;
0.10370;(+/-0.09177);'identity',;0.05,;38;'constant',;1;'sgd'};;
0.10370;(+/-0.09177);'identity',;0.05,;38;'adaptive',;1;'sgd'};;
0.10370;(+/-0.03666);'identity',;0.05,;54;'constant',;None,;'sgd'};;
0.10370;(+/-0.05238);'identity',;0.05,;60;'constant',;1;'sgd'};;
0.10370;(+/-0.05238);'identity',;0.05,;60;'adaptive',;1;'sgd'};;
0.10370;(+/-0.03666);'identity',;0.05,;74;'adaptive',;None,;'sgd'};;
0.10370;(+/-0.01889);'identity',;0.05,;80;'constant',;None,;'sgd'};;
0.10370;(+/-0.03435);'identity',;0.05,;92;'constant',;None,;'sgd'};;
0.10185;(+/-0.05833);'tanh',;0.0001,;15;'constant',;1;'sgd'};;
0.10185;(+/-0.05833);'tanh',;0.0001,;15;'adaptive',;1;'sgd'};;
0.10185;(+/-0.05468);'tanh',;0.0001,;33;'constant',;None,;'sgd'};;
0.10185;(+/-0.08232);'tanh',;0.0001,;38;'constant',;1;'sgd'};;
0.10185;(+/-0.08232);'tanh',;0.0001,;38;'adaptive',;1;'sgd'};;
0.10185;(+/-0.03435);'tanh',;0.0001,;41;'adaptive',;None,;'sgd'};;
0.10185;(+/-0.01386);'tanh',;0.0001,;48;'constant',;None,;'sgd'};;
0.10185;(+/-0.00524);'tanh',;0.0001,;51;'constant',;None,;'sgd'};;
0.10185;(+/-0.03666);'tanh',;0.0001,;72;'adaptive',;None,;'sgd'};;
0.10185;(+/-0.04997);'tanh',;0.0001,;78;'adaptive',;None,;'sgd'};;
0.10185;(+/-0.01048);'tanh',;0.0001,;80;'constant',;None,;'sgd'};;
0.10185;(+/-0.03666);'tanh',;0.0001,;82;'constant',;None,;'sgd'};;
0.10185;(+/-0.03777);'tanh',;0.0001,;88;'adaptive',;None,;'sgd'};;
0.10185;(+/-0.01386);'tanh',;0.0001,;89;'constant',;1;'sgd'};;
0.10185;(+/-0.01386);'tanh',;0.0001,;89;'adaptive',;1;'sgd'};;
0.10185;(+/-0.03666);'tanh',;0.0001,;100;'constant',;None,;'sgd'};;
0.10185;(+/-0.05833);'tanh',;0.05,;15;'constant',;1;'sgd'};;
0.10185;(+/-0.05833);'tanh',;0.05,;15;'adaptive',;1;'sgd'};;
0.10185;(+/-0.08232);'tanh',;0.05,;38;'constant',;1;'sgd'};;
0.10185;(+/-0.08232);'tanh',;0.05,;38;'adaptive',;1;'sgd'};;
0.10185;(+/-0.05903);'tanh',;0.05,;49;'constant',;None,;'sgd'};;
0.10185;(+/-0.05903);'tanh',;0.05,;53;'adaptive',;None,;'sgd'};;
0.10185;(+/-0.05543);'tanh',;0.05,;61;'adaptive',;None,;'sgd'};;
0.10185;(+/-0.02916);'tanh',;0.05,;66;'adaptive',;None,;'sgd'};;
0.10185;(+/-0.04566);'tanh',;0.05,;75;'constant',;None,;'sgd'};;
0.10185;(+/-0.05316);'tanh',;0.05,;77;'constant',;None,;'sgd'};;
0.10185;(+/-0.01386);'tanh',;0.05,;89;'constant',;1;'sgd'};;
0.10185;(+/-0.01386);'tanh',;0.05,;89;'adaptive',;1;'sgd'};;
0.10185;(+/-0.06929);'tanh',;0.05,;95;'adaptive',;None,;'sgd'};;
0.10185;(+/-0.06563);'tanh',;0.05,;99;'adaptive',;None,;'sgd'};;
0.10185;(+/-0.07389);'relu',;0.0001,;60;'adaptive',;None,;'sgd'};;
0.10185;(+/-0.03666);'relu',;0.05,;72;'constant',;None,;'sgd'};;
0.10185;(+/-0.03666);'relu',;0.05,;96;'constant',;None,;'sgd'};;
0.10185;(+/-0.06809);'relu',;0.05,;100;'adaptive',;None,;'sgd'};;
0.10185;(+/-0.06436);'identity',;0.0001,;38;'constant',;None,;'sgd'};;
0.10185;(+/-0.01386);'identity',;0.0001,;48;'adaptive',;None,;'sgd'};;
0.10185;(+/-0.01889);'identity',;0.0001,;54;'adaptive',;None,;'sgd'};;
0.10185;(+/-0.05238);'identity',;0.0001,;63;'constant',;None,;'sgd'};;
0.10185;(+/-0.03186);'identity',;0.05,;29;'constant',;1;'sgd'};;
0.10185;(+/-0.03186);'identity',;0.05,;29;'adaptive',;1;'sgd'};;
0.10185;(+/-0.07716);'identity',;0.05,;66;'adaptive',;None,;'sgd'};;
0.10185;(+/-0.02916);'identity',;0.05,;68;'constant',;None,;'sgd'};;
0.10185;(+/-0.05316);'identity',;0.05,;93;'constant',;None,;'sgd'};;
0.10000;(+/-0.04801);'tanh',;0.0001,;32;'adaptive',;None,;'sgd'};;
0.10000;(+/-0.02722);'tanh',;0.0001,;34;'constant',;1;'sgd'};;
0.10000;(+/-0.02722);'tanh',;0.0001,;34;'adaptive',;1;'sgd'};;
0.10000;(+/-0.06351);'tanh',;0.0001,;41;'constant',;1;'sgd'};;
0.10000;(+/-0.06351);'tanh',;0.0001,;41;'adaptive',;1;'sgd'};;
0.10000;(+/-0.05051);'tanh',;0.0001,;42;'constant',;1;'sgd'};;
0.10000;(+/-0.05051);'tanh',;0.0001,;42;'adaptive',;1;'sgd'};;
0.10000;(+/-0.00907);'tanh',;0.0001,;46;'constant',;None,;'sgd'};;
0.10000;(+/-0.00907);'tanh',;0.0001,;53;'constant',;1;'sgd'};;
0.10000;(+/-0.00907);'tanh',;0.0001,;53;'adaptive',;1;'sgd'};;
0.10000;(+/-0.00907);'tanh',;0.0001,;58;'constant',;None,;'sgd'};;
0.10000;(+/-0.02400);'tanh',;0.0001,;63;'adaptive',;None,;'sgd'};;
0.10000;(+/-0.04714);'tanh',;0.0001,;64;'constant',;None,;'sgd'};;
0.10000;(+/-0.02400);'tanh',;0.0001,;64;'adaptive',;None,;'sgd'};;
0.10000;(+/-0.03954);'tanh',;0.0001,;68;'constant',;1;'sgd'};;
0.10000;(+/-0.03954);'tanh',;0.0001,;68;'adaptive',;1;'sgd'};;
0.10000;(+/-0.04157);'tanh',;0.0001,;85;'adaptive',;None,;'sgd'};;
0.10000;(+/-0.02722);'tanh',;0.05,;34;'constant',;1;'sgd'};;
0.10000;(+/-0.02722);'tanh',;0.05,;34;'adaptive',;1;'sgd'};;
0.10000;(+/-0.06351);'tanh',;0.05,;41;'constant',;1;'sgd'};;
0.10000;(+/-0.06351);'tanh',;0.05,;41;'adaptive',;1;'sgd'};;
0.10000;(+/-0.05051);'tanh',;0.05,;42;'constant',;1;'sgd'};;
0.10000;(+/-0.05051);'tanh',;0.05,;42;'adaptive',;1;'sgd'};;
0.10000;(+/-0.01814);'tanh',;0.05,;46;'adaptive',;None,;'sgd'};;
0.10000;(+/-0.00907);'tanh',;0.05,;53;'constant',;1;'sgd'};;
0.10000;(+/-0.00907);'tanh',;0.05,;53;'adaptive',;1;'sgd'};;
0.10000;(+/-0.02400);'tanh',;0.05,;59;'constant',;None,;'sgd'};;
0.10000;(+/-0.02722);'tanh',;0.05,;66;'constant',;None,;'sgd'};;
0.10000;(+/-0.03954);'tanh',;0.05,;68;'constant',;1;'sgd'};;
0.10000;(+/-0.03954);'tanh',;0.05,;68;'adaptive',;1;'sgd'};;
0.10000;(+/-0.00907);'relu',;0.0001,;65;'adaptive',;None,;'sgd'};;
0.10000;(+/-0.03954);'relu',;0.0001,;73;'adaptive',;None,;'sgd'};;
