Mean;STD;Activation;Alpha;Hidden Layer Size;Learning rate;Random State;Solver;;"Best parameters: ,""{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': 39, 'learning_rate': 'constant', 'random_state': None, 'solver': 'lbfgs'}"""
0.64815;(+/-0.12968);'relu',;0.0001,;51;'constant',;None,;'lbfgs'};;
0.64815;(+/-0.10593);'relu',;0.0001,;93;'constant',;1;'lbfgs'};;
0.64815;(+/-0.10593);'relu',;0.0001,;93;'adaptive',;1;'lbfgs'};;
0.64815;(+/-0.11978);'relu',;0.05,;19;'adaptive',;None,;'lbfgs'};;
0.64815;(+/-0.19166);'logistic',;0.05,;9;'constant',;1;'lbfgs'};;
0.64815;(+/-0.19166);'logistic',;0.05,;9;'adaptive',;1;'lbfgs'};;
0.64815;(+/-0.17029);'identity',;0.0001,;31;'constant',;1;'lbfgs'};;
0.64815;(+/-0.17029);'identity',;0.0001,;31;'adaptive',;1;'lbfgs'};;
0.64815;(+/-0.24551);'identity',;0.0001,;50;'constant',;None,;'lbfgs'};;
0.64815;(+/-0.15930);'identity',;0.0001,;80;'constant',;None,;'lbfgs'};;
0.64815;(+/-0.16464);'identity',;0.0001,;82;'constant',;None,;'adam'};;
0.64815;(+/-0.17739);'identity',;0.0001,;89;'constant',;None,;'lbfgs'};;
0.64815;(+/-0.19166);'identity',;0.0001,;90;'adaptive',;None,;'adam'};;
0.64815;(+/-0.17245);'identity',;0.0001,;92;'constant',;1;'adam'};;
0.64815;(+/-0.17245);'identity',;0.0001,;92;'adaptive',;1;'adam'};;
0.64815;(+/-0.21321);'identity',;0.05,;80;'constant',;1;'adam'};;
0.64815;(+/-0.21321);'identity',;0.05,;80;'adaptive',;1;'adam'};;
0.64815;(+/-0.20495);'identity',;0.05,;87;'adaptive',;None,;'adam'};;
0.64815;(+/-0.15853);'identity',;0.05,;96;'constant',;1;'adam'};;
0.64815;(+/-0.15853);'identity',;0.05,;96;'adaptive',;1;'adam'};;
0.64815;(+/-0.17364);'identity',;0.05,;100;'constant',;None,;'adam'};;
0.64630;(+/-0.18152);'tanh',;0.0001,;65;'constant',;1;'adam'};;
0.64630;(+/-0.18152);'tanh',;0.0001,;65;'adaptive',;1;'adam'};;
0.64630;(+/-0.19986);'tanh',;0.0001,;66;'adaptive',;None,;'adam'};;
0.64630;(+/-0.21647);'tanh',;0.0001,;72;'constant',;1;'adam'};;
0.64630;(+/-0.21647);'tanh',;0.0001,;72;'adaptive',;1;'adam'};;
0.64630;(+/-0.16883);'tanh',;0.0001,;81;'constant',;1;'adam'};;
0.64630;(+/-0.16883);'tanh',;0.0001,;81;'adaptive',;1;'adam'};;
0.64630;(+/-0.19966);'tanh',;0.0001,;84;'adaptive',;None,;'adam'};;
0.64630;(+/-0.16338);'tanh',;0.0001,;85;'constant',;1;'adam'};;
0.64630;(+/-0.16338);'tanh',;0.0001,;85;'adaptive',;1;'adam'};;
0.64630;(+/-0.17125);'tanh',;0.0001,;85;'adaptive',;None,;'adam'};;
0.64630;(+/-0.20414);'tanh',;0.05,;62;'constant',;None,;'adam'};;
0.64630;(+/-0.22777);'tanh',;0.05,;70;'constant',;1;'adam'};;
0.64630;(+/-0.22777);'tanh',;0.05,;70;'adaptive',;1;'adam'};;
0.64630;(+/-0.19986);'tanh',;0.05,;73;'adaptive',;None,;'adam'};;
0.64630;(+/-0.18377);'tanh',;0.05,;75;'adaptive',;None,;'adam'};;
0.64630;(+/-0.20414);'tanh',;0.05,;80;'constant',;1;'adam'};;
0.64630;(+/-0.20414);'tanh',;0.05,;80;'adaptive',;1;'adam'};;
0.64630;(+/-0.17506);'tanh',;0.05,;91;'constant',;None,;'adam'};;
0.64630;(+/-0.21780);'relu',;0.0001,;30;'constant',;1;'lbfgs'};;
0.64630;(+/-0.21780);'relu',;0.0001,;30;'adaptive',;1;'lbfgs'};;
0.64630;(+/-0.14181);'relu',;0.0001,;37;'adaptive',;None,;'lbfgs'};;
0.64630;(+/-0.10823);'relu',;0.0001,;48;'adaptive',;None,;'lbfgs'};;
0.64630;(+/-0.17435);'relu',;0.0001,;69;'constant',;None,;'lbfgs'};;
0.64630;(+/-0.16237);'relu',;0.0001,;74;'constant',;1;'lbfgs'};;
0.64630;(+/-0.16237);'relu',;0.0001,;74;'adaptive',;1;'lbfgs'};;
0.64630;(+/-0.18820);'relu',;0.0001,;94;'constant',;1;'adam'};;
0.64630;(+/-0.18820);'relu',;0.0001,;94;'adaptive',;1;'adam'};;
0.64630;(+/-0.19037);'relu',;0.0001,;95;'constant',;1;'lbfgs'};;
0.64630;(+/-0.19037);'relu',;0.0001,;95;'adaptive',;1;'lbfgs'};;
0.64630;(+/-0.10823);'relu',;0.05,;21;'constant',;1;'lbfgs'};;
0.64630;(+/-0.10823);'relu',;0.05,;21;'adaptive',;1;'lbfgs'};;
0.64630;(+/-0.11487);'relu',;0.05,;22;'constant',;1;'lbfgs'};;
0.64630;(+/-0.11487);'relu',;0.05,;22;'adaptive',;1;'lbfgs'};;
0.64630;(+/-0.22668);'relu',;0.05,;80;'adaptive',;None,;'adam'};;
0.64630;(+/-0.17125);'relu',;0.05,;90;'adaptive',;None,;'adam'};;
0.64630;(+/-0.19507);'relu',;0.05,;95;'constant',;None,;'adam'};;
0.64630;(+/-0.19800);'relu',;0.05,;96;'constant',;1;'adam'};;
0.64630;(+/-0.19800);'relu',;0.05,;96;'adaptive',;1;'adam'};;
0.64630;(+/-0.13095);'logistic',;0.05,;9;'adaptive',;None,;'lbfgs'};;
0.64630;(+/-0.17739);'identity',;0.0001,;20;'adaptive',;None,;'lbfgs'};;
0.64630;(+/-0.10034);'identity',;0.0001,;32;'constant',;None,;'lbfgs'};;
0.64630;(+/-0.18152);'identity',;0.0001,;50;'constant',;1;'lbfgs'};;
0.64630;(+/-0.18152);'identity',;0.0001,;50;'adaptive',;1;'lbfgs'};;
0.64630;(+/-0.16859);'identity',;0.0001,;62;'constant',;1;'lbfgs'};;
0.64630;(+/-0.16859);'identity',;0.0001,;62;'adaptive',;1;'lbfgs'};;
0.64630;(+/-0.10899);'identity',;0.0001,;70;'adaptive',;None,;'lbfgs'};;
0.64630;(+/-0.20130);'identity',;0.0001,;76;'constant',;1;'adam'};;
0.64630;(+/-0.20130);'identity',;0.0001,;76;'adaptive',;1;'adam'};;
0.64630;(+/-0.18820);'identity',;0.0001,;79;'constant',;None,;'lbfgs'};;
0.64630;(+/-0.19507);'identity',;0.0001,;80;'adaptive',;None,;'adam'};;
0.64630;(+/-0.15026);'identity',;0.0001,;84;'constant',;1;'lbfgs'};;
0.64630;(+/-0.15026);'identity',;0.0001,;84;'adaptive',;1;'lbfgs'};;
0.64630;(+/-0.20454);'identity',;0.0001,;94;'constant',;None,;'adam'};;
0.64630;(+/-0.15982);'identity',;0.0001,;96;'constant',;1;'adam'};;
0.64630;(+/-0.19231);'identity',;0.0001,;96;'constant',;None,;'adam'};;
0.64630;(+/-0.15982);'identity',;0.0001,;96;'adaptive',;1;'adam'};;
0.64630;(+/-0.16883);'identity',;0.05,;71;'constant',;None,;'adam'};;
0.64630;(+/-0.16363);'identity',;0.05,;71;'adaptive',;None,;'adam'};;
0.64630;(+/-0.17364);'identity',;0.05,;74;'adaptive',;None,;'adam'};;
0.64630;(+/-0.19507);'identity',;0.05,;77;'constant',;1;'adam'};;
0.64630;(+/-0.19507);'identity',;0.05,;77;'adaptive',;1;'adam'};;
0.64630;(+/-0.17506);'identity',;0.05,;84;'constant',;None,;'adam'};;
0.64630;(+/-0.19986);'identity',;0.05,;95;'constant',;None,;'adam'};;
0.64444;(+/-0.20205);'tanh',;0.0001,;61;'adaptive',;None,;'adam'};;
0.64444;(+/-0.17708);'tanh',;0.0001,;70;'constant',;None,;'adam'};;
0.64444;(+/-0.16630);'tanh',;0.0001,;72;'constant',;None,;'adam'};;
0.64444;(+/-0.19897);'tanh',;0.0001,;73;'constant',;1;'adam'};;
0.64444;(+/-0.19897);'tanh',;0.0001,;73;'adaptive',;1;'adam'};;
0.64444;(+/-0.22680);'tanh',;0.0001,;73;'adaptive',;None,;'adam'};;
0.64444;(+/-0.15262);'tanh',;0.0001,;74;'adaptive',;None,;'adam'};;
0.64444;(+/-0.19959);'tanh',;0.0001,;80;'constant',;None,;'adam'};;
0.64444;(+/-0.20266);'tanh',;0.0001,;80;'adaptive',;None,;'adam'};;
0.64444;(+/-0.18212);'tanh',;0.0001,;83;'adaptive',;None,;'adam'};;
0.64444;(+/-0.13178);'tanh',;0.0001,;91;'constant',;None,;'adam'};;
0.64444;(+/-0.15896);'tanh',;0.0001,;94;'constant',;None,;'adam'};;
0.64444;(+/-0.19116);'tanh',;0.05,;61;'constant',;1;'adam'};;
0.64444;(+/-0.19116);'tanh',;0.05,;61;'adaptive',;1;'adam'};;
0.64444;(+/-0.20428);'tanh',;0.05,;64;'adaptive',;None,;'adam'};;
0.64444;(+/-0.20787);'tanh',;0.05,;66;'constant',;None,;'adam'};;
0.64444;(+/-0.16802);'tanh',;0.05,;71;'adaptive',;None,;'adam'};;
0.64444;(+/-0.21392);'tanh',;0.05,;73;'constant',;None,;'adam'};;
0.64444;(+/-0.20508);'tanh',;0.05,;74;'adaptive',;None,;'adam'};;
0.64444;(+/-0.19309);'tanh',;0.05,;79;'adaptive',;None,;'adam'};;
0.64444;(+/-0.19052);'tanh',;0.05,;84;'constant',;None,;'adam'};;
0.64444;(+/-0.18615);'tanh',;0.05,;94;'adaptive',;None,;'adam'};;
0.64444;(+/-0.17870);'relu',;0.0001,;30;'constant',;None,;'lbfgs'};;
0.64444;(+/-0.18415);'relu',;0.0001,;35;'constant',;None,;'lbfgs'};;
0.64444;(+/-0.16405);'relu',;0.0001,;36;'constant',;None,;'lbfgs'};;
0.64444;(+/-0.23796);'relu',;0.0001,;45;'constant',;1;'lbfgs'};;
0.64444;(+/-0.16948);'relu',;0.0001,;45;'constant',;None,;'lbfgs'};;
0.64444;(+/-0.23796);'relu',;0.0001,;45;'adaptive',;1;'lbfgs'};;
0.64444;(+/-0.15740);'relu',;0.0001,;61;'constant',;1;'lbfgs'};;
0.64444;(+/-0.15740);'relu',;0.0001,;61;'adaptive',;1;'lbfgs'};;
0.64444;(+/-0.19309);'relu',;0.0001,;61;'adaptive',;None,;'lbfgs'};;
0.64444;(+/-0.08749);'relu',;0.0001,;72;'adaptive',;None,;'lbfgs'};;
0.64444;(+/-0.15154);'relu',;0.0001,;77;'constant',;1;'lbfgs'};;
0.64444;(+/-0.15154);'relu',;0.0001,;77;'adaptive',;1;'lbfgs'};;
0.64444;(+/-0.22241);'relu',;0.0001,;96;'adaptive',;None,;'lbfgs'};;
0.64444;(+/-0.20925);'identity',;0.0001,;17;'adaptive',;None,;'lbfgs'};;
0.64444;(+/-0.18347);'identity',;0.0001,;27;'constant',;None,;'lbfgs'};;
0.64444;(+/-0.21392);'identity',;0.0001,;28;'constant',;1;'lbfgs'};;
0.64444;(+/-0.21392);'identity',;0.0001,;28;'adaptive',;1;'lbfgs'};;
0.64444;(+/-0.15896);'identity',;0.0001,;55;'constant',;None,;'lbfgs'};;
0.64444;(+/-0.16330);'identity',;0.0001,;59;'constant',;1;'lbfgs'};;
0.64444;(+/-0.16330);'identity',;0.0001,;59;'adaptive',;1;'lbfgs'};;
0.64444;(+/-0.19959);'identity',;0.0001,;70;'constant',;None,;'adam'};;
0.64444;(+/-0.19897);'identity',;0.0001,;72;'constant',;1;'adam'};;
0.64444;(+/-0.19897);'identity',;0.0001,;72;'adaptive',;1;'adam'};;
0.64444;(+/-0.21334);'identity',;0.0001,;80;'constant',;1;'adam'};;
0.64444;(+/-0.21334);'identity',;0.0001,;80;'adaptive',;1;'adam'};;
0.64444;(+/-0.21140);'identity',;0.0001,;81;'constant',;None,;'lbfgs'};;
0.64444;(+/-0.20548);'identity',;0.0001,;82;'constant',;1;'lbfgs'};;
0.64444;(+/-0.20548);'identity',;0.0001,;82;'adaptive',;1;'lbfgs'};;
0.64444;(+/-0.19116);'identity',;0.0001,;83;'adaptive',;None,;'adam'};;
0.64444;(+/-0.17662);'identity',;0.0001,;91;'constant',;1;'adam'};;
0.64444;(+/-0.17662);'identity',;0.0001,;91;'adaptive',;1;'adam'};;
0.64444;(+/-0.17309);'identity',;0.0001,;94;'adaptive',;None,;'adam'};;
0.64444;(+/-0.24157);'identity',;0.0001,;99;'constant',;None,;'lbfgs'};;
0.64444;(+/-0.12001);'identity',;0.05,;6;'constant',;None,;'lbfgs'};;
0.64444;(+/-0.16330);'identity',;0.05,;66;'constant',;1;'adam'};;
0.64444;(+/-0.16330);'identity',;0.05,;66;'adaptive',;1;'adam'};;
0.64444;(+/-0.17309);'identity',;0.05,;67;'adaptive',;None,;'adam'};;
0.64444;(+/-0.20925);'identity',;0.05,;72;'constant',;None,;'adam'};;
0.64444;(+/-0.18615);'identity',;0.05,;77;'constant',;None,;'adam'};;
0.64444;(+/-0.19116);'identity',;0.05,;79;'adaptive',;None,;'adam'};;
0.64444;(+/-0.16355);'identity',;0.05,;91;'constant',;1;'adam'};;
0.64444;(+/-0.20787);'identity',;0.05,;91;'constant',;None,;'adam'};;
0.64444;(+/-0.16355);'identity',;0.05,;91;'adaptive',;1;'adam'};;
0.64444;(+/-0.19521);'identity',;0.05,;97;'constant',;None,;'adam'};;
0.64444;(+/-0.19521);'identity',;0.05,;99;'constant',;None,;'adam'};;
0.64259;(+/-0.19549);'tanh',;0.0001,;58;'adaptive',;None,;'adam'};;
0.64259;(+/-0.15026);'tanh',;0.0001,;66;'constant',;1;'adam'};;
0.64259;(+/-0.15026);'tanh',;0.0001,;66;'adaptive',;1;'adam'};;
0.64259;(+/-0.12873);'tanh',;0.0001,;74;'constant',;1;'adam'};;
0.64259;(+/-0.12873);'tanh',;0.0001,;74;'adaptive',;1;'adam'};;
0.64259;(+/-0.17924);'tanh',;0.0001,;94;'adaptive',;None,;'adam'};;
0.64259;(+/-0.18644);'tanh',;0.05,;56;'constant',;1;'adam'};;
0.64259;(+/-0.18644);'tanh',;0.05,;56;'adaptive',;1;'adam'};;
0.64259;(+/-0.16338);'tanh',;0.05,;67;'constant',;None,;'adam'};;
0.64259;(+/-0.12873);'tanh',;0.05,;74;'constant',;1;'adam'};;
0.64259;(+/-0.21360);'tanh',;0.05,;74;'constant',;None,;'adam'};;
0.64259;(+/-0.12873);'tanh',;0.05,;74;'adaptive',;1;'adam'};;
0.64259;(+/-0.20615);'tanh',;0.05,;87;'constant',;1;'adam'};;
0.64259;(+/-0.20615);'tanh',;0.05,;87;'adaptive',;1;'adam'};;
0.64259;(+/-0.09785);'relu',;0.0001,;25;'constant',;None,;'lbfgs'};;
0.64259;(+/-0.12384);'relu',;0.0001,;33;'adaptive',;None,;'lbfgs'};;
0.64259;(+/-0.15617);'relu',;0.0001,;34;'constant',;1;'lbfgs'};;
0.64259;(+/-0.15617);'relu',;0.0001,;34;'adaptive',;1;'lbfgs'};;
0.64259;(+/-0.15026);'relu',;0.0001,;36;'adaptive',;None,;'lbfgs'};;
0.64259;(+/-0.14971);'relu',;0.0001,;40;'constant',;None,;'lbfgs'};;
0.64259;(+/-0.16761);'relu',;0.0001,;45;'adaptive',;None,;'lbfgs'};;
0.64259;(+/-0.12968);'relu',;0.0001,;46;'constant',;1;'lbfgs'};;
0.64259;(+/-0.12968);'relu',;0.0001,;46;'adaptive',;1;'lbfgs'};;
0.64259;(+/-0.12183);'relu',;0.0001,;63;'adaptive',;None,;'lbfgs'};;
0.64259;(+/-0.12351);'relu',;0.0001,;67;'constant',;1;'lbfgs'};;
0.64259;(+/-0.12351);'relu',;0.0001,;67;'adaptive',;1;'lbfgs'};;
0.64259;(+/-0.19591);'relu',;0.0001,;87;'constant',;1;'lbfgs'};;
0.64259;(+/-0.19591);'relu',;0.0001,;87;'adaptive',;1;'lbfgs'};;
0.64259;(+/-0.19252);'relu',;0.0001,;92;'constant',;None,;'lbfgs'};;
0.64259;(+/-0.21398);'relu',;0.0001,;96;'adaptive',;None,;'adam'};;
0.64259;(+/-0.21494);'relu',;0.05,;14;'adaptive',;None,;'lbfgs'};;
0.64259;(+/-0.25081);'identity',;0.0001,;11;'constant',;None,;'lbfgs'};;
0.64259;(+/-0.16464);'identity',;0.0001,;18;'constant',;1;'lbfgs'};;
0.64259;(+/-0.16464);'identity',;0.0001,;18;'adaptive',;1;'lbfgs'};;
0.64259;(+/-0.13157);'identity',;0.0001,;33;'constant',;None,;'lbfgs'};;
0.64259;(+/-0.21513);'identity',;0.0001,;58;'adaptive',;None,;'lbfgs'};;
0.64259;(+/-0.14750);'identity',;0.0001,;60;'constant',;None,;'lbfgs'};;
0.64259;(+/-0.14411);'identity',;0.0001,;61;'constant',;None,;'lbfgs'};;
0.64259;(+/-0.19800);'identity',;0.0001,;65;'constant',;1;'lbfgs'};;
0.64259;(+/-0.19800);'identity',;0.0001,;65;'adaptive',;1;'lbfgs'};;
0.64259;(+/-0.20293);'identity',;0.0001,;70;'adaptive',;None,;'adam'};;
0.64259;(+/-0.14971);'identity',;0.0001,;75;'adaptive',;None,;'adam'};;
0.64259;(+/-0.18600);'identity',;0.0001,;77;'adaptive',;None,;'adam'};;
0.64259;(+/-0.20892);'identity',;0.0001,;78;'constant',;1;'adam'};;
0.64259;(+/-0.20892);'identity',;0.0001,;78;'adaptive',;1;'adam'};;
0.64259;(+/-0.21360);'identity',;0.0001,;79;'adaptive',;None,;'lbfgs'};;
0.64259;(+/-0.16338);'identity',;0.0001,;81;'adaptive',;None,;'lbfgs'};;
0.64259;(+/-0.26330);'identity',;0.0001,;84;'adaptive',;None,;'adam'};;
0.64259;(+/-0.19507);'identity',;0.0001,;85;'adaptive',;None,;'adam'};;
0.64259;(+/-0.19966);'identity',;0.0001,;89;'constant',;1;'adam'};;
0.64259;(+/-0.19966);'identity',;0.0001,;89;'adaptive',;1;'adam'};;
0.64259;(+/-0.19966);'identity',;0.0001,;91;'adaptive',;None,;'adam'};;
0.64259;(+/-0.18885);'identity',;0.0001,;93;'adaptive',;None,;'adam'};;
0.64259;(+/-0.19166);'identity',;0.0001,;95;'constant',;None,;'lbfgs'};;
0.64259;(+/-0.16464);'identity',;0.0001,;98;'constant',;None,;'adam'};;
0.64259;(+/-0.21780);'identity',;0.0001,;100;'constant',;None,;'lbfgs'};;
0.64259;(+/-0.15458);'identity',;0.05,;70;'adaptive',;None,;'adam'};;
0.64259;(+/-0.20892);'identity',;0.05,;72;'constant',;1;'adam'};;
0.64259;(+/-0.20892);'identity',;0.05,;72;'adaptive',;1;'adam'};;
0.64259;(+/-0.18600);'identity',;0.05,;73;'constant',;None,;'adam'};;
0.64259;(+/-0.15982);'identity',;0.05,;73;'adaptive',;None,;'adam'};;
0.64259;(+/-0.19123);'identity',;0.05,;76;'constant',;1;'adam'};;
0.64259;(+/-0.19123);'identity',;0.05,;76;'adaptive',;1;'adam'};;
0.64259;(+/-0.16786);'identity',;0.05,;88;'adaptive',;None,;'adam'};;
0.64259;(+/-0.18688);'identity',;0.05,;91;'adaptive',;None,;'adam'};;
0.64259;(+/-0.19401);'identity',;0.05,;92;'constant',;None,;'adam'};;
0.64074;(+/-0.22413);'tanh',;0.0001,;50;'constant',;1;'adam'};;
0.64074;(+/-0.22413);'tanh',;0.0001,;50;'adaptive',;1;'adam'};;
0.64074;(+/-0.19986);'tanh',;0.0001,;56;'constant',;1;'adam'};;
0.64074;(+/-0.19986);'tanh',;0.0001,;56;'adaptive',;1;'adam'};;
0.64074;(+/-0.18332);'tanh',;0.0001,;61;'constant',;1;'adam'};;
0.64074;(+/-0.18332);'tanh',;0.0001,;61;'adaptive',;1;'adam'};;
0.64074;(+/-0.19591);'tanh',;0.0001,;74;'constant',;None,;'adam'};;
0.64074;(+/-0.20130);'tanh',;0.0001,;75;'constant',;1;'adam'};;
0.64074;(+/-0.20130);'tanh',;0.0001,;75;'adaptive',;1;'adam'};;
0.64074;(+/-0.20694);'tanh',;0.0001,;87;'constant',;1;'adam'};;
0.64074;(+/-0.20694);'tanh',;0.0001,;87;'adaptive',;1;'adam'};;
0.64074;(+/-0.18175);'tanh',;0.05,;48;'constant',;None,;'adam'};;
0.64074;(+/-0.21780);'tanh',;0.05,;59;'adaptive',;None,;'adam'};;
0.64074;(+/-0.18820);'tanh',;0.05,;61;'adaptive',;None,;'adam'};;
0.64074;(+/-0.18622);'tanh',;0.05,;72;'constant',;None,;'adam'};;
0.64074;(+/-0.20130);'tanh',;0.05,;73;'constant',;1;'adam'};;
0.64074;(+/-0.20130);'tanh',;0.05,;73;'adaptive',;1;'adam'};;
0.64074;(+/-0.16835);'tanh',;0.05,;80;'adaptive',;None,;'adam'};;
0.64074;(+/-0.24111);'tanh',;0.05,;88;'constant',;None,;'adam'};;
0.64074;(+/-0.12582);'relu',;0.0001,;42;'adaptive',;None,;'lbfgs'};;
0.64074;(+/-0.10034);'relu',;0.0001,;57;'constant',;None,;'lbfgs'};;
0.64074;(+/-0.17506);'relu',;0.0001,;57;'adaptive',;None,;'lbfgs'};;
0.64074;(+/-0.14181);'relu',;0.0001,;72;'constant',;1;'lbfgs'};;
0.64074;(+/-0.14181);'relu',;0.0001,;72;'adaptive',;1;'lbfgs'};;
0.64074;(+/-0.16859);'relu',;0.0001,;73;'constant',;1;'lbfgs'};;
0.64074;(+/-0.16859);'relu',;0.0001,;73;'adaptive',;1;'lbfgs'};;
0.64074;(+/-0.16363);'relu',;0.0001,;76;'adaptive',;None,;'lbfgs'};;
0.64074;(+/-0.12384);'relu',;0.0001,;93;'constant',;None,;'lbfgs'};;
0.64074;(+/-0.11840);'relu',;0.0001,;96;'constant',;None,;'lbfgs'};;
0.64074;(+/-0.15432);'relu',;0.0001,;99;'constant',;None,;'lbfgs'};;
0.64074;(+/-0.18688);'relu',;0.05,;95;'adaptive',;None,;'adam'};;
0.64074;(+/-0.20130);'relu',;0.05,;99;'constant',;None,;'adam'};;
0.64074;(+/-0.13220);'logistic',;0.05,;7;'adaptive',;None,;'lbfgs'};;
0.64074;(+/-0.20068);'identity',;0.0001,;35;'adaptive',;None,;'lbfgs'};;
0.64074;(+/-0.19231);'identity',;0.0001,;37;'constant',;None,;'lbfgs'};;
0.64074;(+/-0.23836);'identity',;0.0001,;46;'constant',;1;'lbfgs'};;
0.64074;(+/-0.23836);'identity',;0.0001,;46;'adaptive',;1;'lbfgs'};;
0.64074;(+/-0.21398);'identity',;0.0001,;60;'adaptive',;None,;'lbfgs'};;
0.64074;(+/-0.19252);'identity',;0.0001,;61;'adaptive',;None,;'lbfgs'};;
0.64074;(+/-0.15458);'identity',;0.0001,;66;'constant',;1;'adam'};;
0.64074;(+/-0.15458);'identity',;0.0001,;66;'adaptive',;1;'adam'};;
0.64074;(+/-0.21360);'identity',;0.0001,;73;'constant',;None,;'adam'};;
0.64074;(+/-0.12968);'identity',;0.0001,;73;'adaptive',;None,;'lbfgs'};;
0.64074;(+/-0.13769);'identity',;0.0001,;74;'constant',;1;'lbfgs'};;
0.64074;(+/-0.13769);'identity',;0.0001,;74;'adaptive',;1;'lbfgs'};;
0.64074;(+/-0.14666);'identity',;0.0001,;84;'constant',;None,;'lbfgs'};;
0.64074;(+/-0.21780);'identity',;0.0001,;95;'constant',;1;'adam'};;
0.64074;(+/-0.21780);'identity',;0.0001,;95;'adaptive',;1;'adam'};;
0.64074;(+/-0.16363);'identity',;0.0001,;95;'adaptive',;None,;'lbfgs'};;
0.64074;(+/-0.16338);'identity',;0.05,;6;'adaptive',;None,;'lbfgs'};;
0.64074;(+/-0.20068);'identity',;0.05,;56;'constant',;1;'adam'};;
0.64074;(+/-0.20068);'identity',;0.05,;56;'adaptive',;1;'adam'};;
0.64074;(+/-0.19966);'identity',;0.05,;75;'adaptive',;None,;'adam'};;
0.64074;(+/-0.18600);'identity',;0.05,;81;'constant',;None,;'adam'};;
0.64074;(+/-0.20892);'identity',;0.05,;81;'adaptive',;None,;'adam'};;
0.64074;(+/-0.21398);'identity',;0.05,;89;'constant',;1;'adam'};;
0.64074;(+/-0.21398);'identity',;0.05,;89;'adaptive',;1;'adam'};;
0.64074;(+/-0.14750);'identity',;0.05,;94;'constant',;None,;'adam'};;
0.63889;(+/-0.19309);'tanh',;0.0001,;51;'constant',;1;'adam'};;
0.63889;(+/-0.19309);'tanh',;0.0001,;51;'adaptive',;1;'adam'};;
0.63889;(+/-0.15503);'tanh',;0.0001,;60;'constant',;1;'adam'};;
0.63889;(+/-0.15503);'tanh',;0.0001,;60;'adaptive',;1;'adam'};;
0.63889;(+/-0.20548);'tanh',;0.0001,;64;'adaptive',;None,;'adam'};;
0.63889;(+/-0.19008);'tanh',;0.0001,;66;'constant',;None,;'adam'};;
0.63889;(+/-0.18615);'tanh',;0.0001,;71;'constant',;1;'adam'};;
0.63889;(+/-0.18615);'tanh',;0.0001,;71;'adaptive',;1;'adam'};;
0.63889;(+/-0.18415);'tanh',;0.0001,;83;'constant',;None,;'adam'};;
0.63889;(+/-0.17521);'tanh',;0.0001,;87;'adaptive',;None,;'adam'};;
0.63889;(+/-0.21450);'tanh',;0.05,;50;'constant',;1;'adam'};;
0.63889;(+/-0.21450);'tanh',;0.05,;50;'adaptive',;1;'adam'};;
0.63889;(+/-0.19309);'tanh',;0.05,;51;'constant',;1;'adam'};;
0.63889;(+/-0.19309);'tanh',;0.05,;51;'adaptive',;1;'adam'};;
0.63889;(+/-0.19626);'tanh',;0.05,;56;'constant',;None,;'adam'};;
0.63889;(+/-0.20021);'tanh',;0.05,;57;'adaptive',;None,;'adam'};;
0.63889;(+/-0.20548);'tanh',;0.05,;58;'adaptive',;None,;'adam'};;
0.63889;(+/-0.18615);'tanh',;0.05,;64;'constant',;None,;'adam'};;
0.63889;(+/-0.14084);'tanh',;0.05,;66;'adaptive',;None,;'adam'};;
0.63889;(+/-0.18144);'tanh',;0.05,;71;'constant',;1;'adam'};;
0.63889;(+/-0.18144);'tanh',;0.05,;71;'adaptive',;1;'adam'};;
0.63889;(+/-0.20787);'tanh',;0.05,;75;'constant',;1;'adam'};;
0.63889;(+/-0.18415);'tanh',;0.05,;75;'constant',;None,;'adam'};;
0.63889;(+/-0.20787);'tanh',;0.05,;75;'adaptive',;1;'adam'};;
0.63889;(+/-0.18212);'relu',;0.0001,;26;'adaptive',;None,;'lbfgs'};;
0.63889;(+/-0.15896);'relu',;0.0001,;54;'constant',;1;'lbfgs'};;
0.63889;(+/-0.15896);'relu',;0.0001,;54;'adaptive',;1;'lbfgs'};;
0.63889;(+/-0.14600);'relu',;0.0001,;62;'constant',;1;'lbfgs'};;
0.63889;(+/-0.14515);'relu',;0.0001,;62;'constant',;None,;'lbfgs'};;
0.63889;(+/-0.14600);'relu',;0.0001,;62;'adaptive',;1;'lbfgs'};;
0.63889;(+/-0.16050);'relu',;0.0001,;74;'adaptive',;None,;'lbfgs'};;
0.63889;(+/-0.09979);'relu',;0.0001,;77;'adaptive',;None,;'lbfgs'};;
0.63889;(+/-0.19521);'relu',;0.0001,;87;'adaptive',;None,;'lbfgs'};;
0.63889;(+/-0.21392);'relu',;0.0001,;89;'constant',;1;'lbfgs'};;
0.63889;(+/-0.21392);'relu',;0.0001,;89;'adaptive',;1;'lbfgs'};;
0.63889;(+/-0.16802);'relu',;0.0001,;90;'constant',;1;'lbfgs'};;
0.63889;(+/-0.16802);'relu',;0.0001,;90;'adaptive',;1;'lbfgs'};;
0.63889;(+/-0.21450);'relu',;0.0001,;97;'constant',;None,;'lbfgs'};;
0.63889;(+/-0.10463);'relu',;0.05,;27;'constant',;1;'lbfgs'};;
0.63889;(+/-0.10463);'relu',;0.05,;27;'adaptive',;1;'lbfgs'};;
0.63889;(+/-0.20428);'relu',;0.05,;94;'constant',;1;'adam'};;
